voltage_v,current_a,temp_c,vibration_g,failure
237.29,10.8,54.69,0.0271,0
233.51,8.0,81.16,0.0878,0
233.42,8.13,70.34,0.0396,0
227.29,0.99,60.4,0.1133,0
217.83,7.69,55.21,0.1658,0
218.78,13.57,46.97,0.0344,0
237.09,8.23,26.74,0.1139,0
230.19,13.68,84.58,0.0412,0
228.61,5.13,66.47,0.1028,0
225.76,13.49,43.34,0.2528,0
226.95,9.55,57.38,0.1386,0
240.47,9.38,69.66,0.0388,0
226.65,17.23,54.19,0.1404,0
216.59,2.64,83.49,0.0315,0
237.44,14.21,54.91,0.086,0
227.95,15.16,51.79,0.0703,0
230.31,10.72,59.0,0.0184,0
246.08,6.34,67.68,0.0156,0
229.79,12.28,63.61,0.0278,0
232.89,10.15,67.35,0.0982,0
218.21,16.14,68.55,0.045,0
227.8,15.48,50.93,0.0713,0
236.1,12.0,90.96,0.1063,1
214.45,7.72,74.87,0.0739,0
232.01,11.52,70.02,0.0238,0
231.01,12.59,72.81,0.1409,0
230.41,11.46,76.22,0.0639,0
240.37,11.04,73.65,0.1201,0
233.34,9.57,64.92,0.0067,0
244.78,6.94,65.17,0.0319,0
220.06,11.05,63.48,0.0665,0
231.36,12.54,47.43,0.0602,0
230.84,12.31,53.41,0.0427,0
219.31,11.82,88.99,0.0585,1
239.56,4.37,56.09,0.0929,0
253.25,8.82,68.3,0.1364,0
229.83,16.77,32.34,0.1364,0
235.05,14.8,51.69,0.312,1
230.85,11.36,55.68,0.0964,0
222.86,12.28,70.77,0.0045,0
211.79,7.53,55.05,0.0832,0
222.94,7.71,74.3,0.1535,0
216.08,9.22,60.26,0.0657,0
247.04,10.74,73.0,0.0646,0
228.85,9.85,50.7,0.0311,0
226.54,12.55,72.03,0.1282,0
238.89,12.21,56.84,0.067,0
218.78,12.84,70.96,0.0742,0
222.33,4.29,28.22,0.0737,0
230.68,22.25,46.58,0.0515,1
240.29,13.16,83.37,0.1677,0
235.02,10.56,24.17,0.0511,0
232.48,10.39,49.3,0.0163,0
230.78,11.99,68.8,0.0482,0
234.0,10.11,60.86,0.0388,0
232.02,8.92,59.24,0.0387,0
219.7,11.67,54.66,0.0655,0
230.46,15.4,46.26,0.0243,0
219.26,11.63,70.64,0.0149,0
230.81,12.72,60.16,0.0377,0
225.19,15.94,72.01,0.0543,0
255.39,15.25,36.52,0.1235,0
229.6,18.78,71.24,0.0703,1
215.96,5.91,43.58,0.1897,0
228.66,8.33,25.53,0.0862,0
235.19,8.56,44.64,0.0856,0
246.73,4.99,71.82,0.0664,0
224.11,8.89,52.86,0.0147,0
214.18,14.67,36.96,0.0208,0
238.17,17.49,64.95,0.0954,0
216.19,13.55,62.71,0.06,0
225.64,19.55,71.67,0.0686,1
227.42,8.7,57.87,0.1063,0
229.3,15.17,63.27,0.1015,0
236.89,14.67,53.25,0.0541,0
223.16,12.77,53.85,0.1851,0
227.26,11.59,72.64,0.0808,0
229.86,10.91,67.39,0.0551,0
231.5,15.32,62.62,0.0756,0
230.98,13.91,49.49,0.2664,0
234.36,13.33,44.98,0.1167,0
238.44,14.15,59.32,0.0753,0
233.93,11.73,43.99,0.1149,0
234.54,15.16,81.01,0.1597,0
214.18,9.26,58.7,0.0967,0
230.5,12.44,81.62,0.127,0
234.8,11.86,79.88,0.1384,0
237.29,11.18,65.96,0.0901,0
223.08,12.32,46.78,0.0874,0
223.41,9.66,22.82,0.0968,0
224.26,22.28,75.82,0.0217,1
235.36,16.72,75.2,0.0948,0
240.34,16.69,77.86,0.0364,0
225.93,14.53,58.07,0.0636,0
239.08,15.84,41.29,0.0966,0
231.23,15.78,45.2,0.2532,0
228.76,10.95,68.0,0.1617,0
227.89,10.88,72.64,0.0223,0
237.47,8.86,70.67,0.0413,0
233.26,14.84,77.91,0.123,0
252.76,5.22,73.76,0.0101,0
221.48,13.57,63.6,0.1319,0
235.18,10.68,69.55,0.052,0
224.71,5.46,61.93,0.2065,0
221.31,13.12,45.75,0.1378,0
229.89,10.92,55.01,0.0272,0
231.37,13.63,52.47,0.1369,0
259.18,9.94,53.16,0.0772,0
228.16,6.22,98.02,0.1056,1
218.7,11.39,55.58,0.1639,0
232.73,8.52,54.23,0.0923,0
209.25,4.55,48.17,0.0573,0
229.08,15.4,68.64,0.0803,0
230.16,9.57,63.18,0.0111,0
237.95,11.44,51.51,0.1883,0
239.74,3.17,54.27,0.092,0
224.96,10.3,74.51,0.1402,0
228.49,14.8,44.21,0.1637,0
222.34,3.84,51.04,0.045,0
218.72,11.43,62.28,0.0706,0
233.1,9.16,62.9,0.0212,0
217.26,14.94,68.52,0.114,0
225.85,10.08,47.15,0.0247,0
220.05,13.87,29.34,0.1143,0
235.5,14.5,57.96,0.0346,0
248.01,10.66,51.08,0.2224,0
216.98,13.96,49.97,0.0863,0
211.47,10.98,62.46,0.0376,0
228.75,13.37,18.88,0.0799,0
230.16,8.2,53.48,0.0148,0
232.19,8.22,63.56,0.0817,0
225.54,7.34,60.92,0.1731,0
227.99,13.05,46.21,0.0865,0
233.68,16.83,83.44,0.0588,0
240.4,15.84,67.57,0.0976,0
210.45,11.04,65.82,0.0576,0
226.31,11.35,74.84,0.0304,0
232.14,15.28,59.73,0.1085,0
220.82,17.27,70.12,0.0796,0
247.31,3.37,56.61,0.1295,0
223.65,9.97,59.29,0.0945,0
229.59,12.62,62.58,0.0172,0
235.56,11.83,70.0,0.0896,0
224.09,11.71,45.91,0.1468,0
211.53,19.62,31.87,0.0356,1
225.71,8.65,46.94,0.2443,0
240.29,9.53,58.88,0.1022,0
226.63,8.15,71.15,0.0258,0
221.54,5.66,82.22,0.0313,0
239.26,9.35,79.62,0.0777,0
226.69,8.18,65.9,0.0236,0
224.9,10.82,60.51,0.0977,0
231.49,15.48,62.56,0.0164,0
237.71,9.27,70.13,0.1469,0
253.82,15.34,63.15,0.057,0
238.27,15.72,48.96,0.071,0
241.6,11.61,74.92,0.1168,0
224.94,13.98,70.1,0.0345,0
219.74,15.33,76.25,0.0836,0
230.62,10.57,80.89,0.0105,0
231.07,11.15,58.96,0.0657,0
219.21,13.47,39.31,0.0646,0
228.25,13.83,34.67,0.2002,0
233.99,11.77,63.87,0.2,0
233.6,15.01,79.65,0.1899,0
235.04,11.27,53.18,0.1484,0
232.91,14.19,80.94,0.0146,0
224.93,13.54,35.38,0.1016,0
224.86,9.48,39.35,0.0562,0
218.01,17.48,19.17,0.0455,0
247.85,15.75,48.62,0.0075,0
230.13,7.81,58.25,0.1357,0
227.75,14.67,50.47,0.0711,0
220.71,10.72,55.07,0.1178,0
259.36,15.09,65.46,0.0546,0
219.27,16.34,75.6,0.0065,0
225.71,14.19,54.21,0.0529,0
234.16,16.72,83.83,0.0991,0
236.0,14.27,45.62,0.0398,0
239.58,10.33,52.14,0.0159,0
248.08,3.59,78.42,0.2018,0
235.06,7.37,28.3,0.0375,0
219.44,9.6,64.71,0.0665,0
227.43,13.95,39.59,0.0961,0
233.08,6.9,46.17,0.2424,0
250.68,6.45,41.1,0.0733,0
216.02,10.23,44.43,0.1181,0
242.03,10.69,49.92,0.009,0
231.8,12.3,54.56,0.37,1
238.38,16.99,56.8,0.0841,0
228.98,9.88,62.91,0.1174,0
221.58,11.3,51.3,0.1387,0
237.51,15.41,65.5,0.0619,0
236.54,8.24,66.76,0.1112,0
239.72,16.53,64.95,0.0921,0
229.87,7.94,60.98,0.0291,0
224.0,10.18,62.89,0.0321,0
214.41,9.02,52.92,0.0609,0
238.19,18.15,55.7,0.0552,1
234.24,12.36,75.33,0.0288,0
220.34,11.16,58.85,0.008,0
224.61,7.15,53.85,0.0503,0
225.33,16.57,45.04,0.0694,0
215.17,15.18,72.55,0.035,0
221.82,9.22,70.98,0.0441,0
218.66,12.03,68.16,0.1272,0
225.88,13.5,44.48,0.3008,1
222.61,13.25,65.36,0.0481,0
213.73,10.0,56.34,0.0691,0
250.23,18.0,67.16,0.035,1
242.53,11.06,74.87,0.0339,0
222.21,11.19,35.3,0.0486,0
232.72,15.86,57.24,0.0563,0
234.17,14.89,74.16,0.0473,0
241.91,15.6,104.95,0.0864,1
221.81,19.52,51.56,0.0231,1
240.92,9.29,44.03,0.0322,0
224.52,12.56,30.75,0.2891,0
216.64,8.76,89.55,0.0598,1
237.24,9.86,62.65,0.1512,0
242.91,8.79,40.33,0.1623,0
255.88,11.65,71.74,0.1553,0
218.0,15.21,42.11,0.0693,0
236.99,10.55,68.18,0.04,0
225.9,12.58,51.87,0.076,0
237.83,8.42,63.13,0.1345,0
215.3,9.01,70.06,0.0886,0
217.37,6.49,67.8,0.0288,0
222.24,10.58,34.43,0.1445,0
230.79,11.35,74.8,0.0048,0
223.59,11.79,46.44,0.1192,0
236.59,8.95,42.83,0.0649,0
240.27,13.24,44.05,0.0053,0
236.0,11.15,35.66,0.1011,0
246.19,8.61,95.1,0.1732,1
234.16,12.41,52.75,0.1673,0
217.83,12.26,38.0,0.0069,0
243.63,11.43,76.05,0.0676,0
223.95,16.37,43.51,0.0649,0
239.1,13.5,55.81,0.1983,0
245.74,22.52,70.93,0.0201,1
234.57,10.23,54.27,0.0349,0
215.04,12.27,66.63,0.0839,0
220.82,7.36,55.2,0.0115,0
243.23,10.0,51.0,0.0634,0
228.31,4.41,60.63,0.0511,0
230.8,13.92,52.22,0.0751,0
237.59,15.77,67.52,0.0625,0
236.96,10.88,52.39,0.108,0
232.79,5.35,41.91,0.0437,0
227.91,20.57,78.07,0.2577,1
226.87,10.24,67.37,0.1021,0
238.58,10.07,44.56,0.1127,0
235.54,15.05,40.7,0.0204,0
227.43,8.08,65.36,0.1023,0
240.82,9.1,61.65,0.0788,0
228.71,14.71,70.16,0.1087,0
221.48,17.17,18.78,0.0298,0
222.41,10.95,56.61,0.0619,0
220.21,6.28,85.67,0.0369,1
227.28,15.73,36.06,0.157,0
242.34,2.6,39.69,0.0547,0
221.95,13.95,73.09,0.0405,0
231.88,6.64,79.66,0.1193,0
223.43,10.53,59.65,0.1662,0
227.4,13.22,68.55,0.0672,0
214.9,8.1,49.78,0.1042,0
227.79,10.17,64.45,0.1056,0
228.06,10.23,71.62,0.0647,0
235.4,11.52,43.11,0.0428,0
232.23,12.66,36.84,0.0217,0
218.02,11.99,51.22,0.0668,0
240.84,12.1,70.06,0.2131,0
232.1,16.29,71.43,0.1615,0
231.98,17.76,37.31,0.0393,0
229.91,13.87,85.86,0.027,1
224.82,13.14,73.23,0.1591,0
232.18,5.87,60.55,0.055,0
234.76,2.45,42.16,0.0119,0
212.53,10.61,69.4,0.1669,0
224.61,18.14,44.78,0.0561,1
227.45,10.99,50.93,0.0866,0
232.56,14.85,54.48,0.1706,0
241.93,11.19,57.62,0.1066,0
222.28,12.63,69.11,0.0285,0
225.02,9.44,55.81,0.0802,0
224.87,15.02,66.0,0.0329,0
221.98,12.1,32.34,0.1385,0
226.53,8.87,79.33,0.0629,0
237.71,5.67,79.57,0.1134,0
219.46,15.06,66.74,0.1304,0
234.28,13.49,66.36,0.012,0
212.98,12.82,58.0,0.1331,0
224.39,8.51,64.72,0.0847,0
226.71,15.04,49.93,0.1163,0
246.75,9.13,57.38,0.1035,0
227.25,15.63,62.23,0.1801,0
207.99,8.26,35.57,0.1384,0
210.01,7.04,81.69,0.0717,0
230.34,11.92,63.38,0.0251,0
236.14,14.66,70.01,0.0482,0
233.75,15.15,59.22,0.1333,0
231.68,12.77,68.7,0.1282,0
241.62,16.6,38.42,0.0309,0
224.6,13.08,77.84,0.0515,0
238.95,12.37,35.09,0.1234,0
213.68,2.65,49.93,0.0157,0
220.95,7.83,73.79,0.0585,0
211.93,16.23,84.52,0.1171,0
227.25,8.23,85.73,0.1086,1
229.54,10.87,74.67,0.0611,0
231.14,10.39,65.56,0.1303,0
230.62,7.85,96.24,0.0492,1
220.72,9.51,64.72,0.1006,0
228.1,11.81,50.44,0.1152,0
215.03,7.31,51.38,0.1822,0
243.63,10.57,49.24,0.0269,0
226.96,9.18,61.09,0.1302,0
225.11,12.4,68.85,0.1675,0
245.89,15.54,45.14,0.0049,0
217.58,17.49,42.9,0.0002,0
218.74,12.34,56.74,0.066,0
219.04,7.96,63.38,0.2148,0
229.32,17.66,56.86,0.0169,0
234.32,13.56,49.76,0.1072,0
237.4,9.74,55.07,0.0933,0
255.72,10.67,62.02,0.0136,0
207.51,9.33,45.08,0.0696,0
236.09,14.89,69.72,0.0414,0
224.43,15.92,74.07,0.1595,0
224.14,13.33,49.69,0.1648,0
223.8,16.37,27.87,0.122,0
220.91,11.74,67.4,0.0836,0
246.85,21.4,48.04,0.0305,1
238.42,11.49,79.97,0.0336,0
230.23,4.26,73.66,0.0959,0
243.51,15.66,32.12,0.1809,0
214.87,10.39,58.18,0.0173,0
216.69,16.29,62.86,0.0591,0
208.22,13.17,49.96,0.2666,0
223.01,9.26,72.34,0.0836,0
231.62,11.61,29.97,0.0765,0
231.03,6.15,51.51,0.0735,0
231.49,8.95,57.62,0.0116,0
215.89,13.31,89.5,0.1215,1
238.03,15.04,59.35,0.1689,0
232.4,15.17,47.07,0.1114,0
237.33,9.51,75.15,0.0319,0
211.07,16.28,38.65,0.1326,0
233.11,12.1,46.2,0.0923,0
218.12,14.36,67.33,0.2416,0
226.03,16.3,66.37,0.15,0
235.34,12.98,44.01,0.0141,0
230.91,8.31,77.54,0.1391,0
221.48,16.72,60.43,0.2125,0
230.06,13.74,91.56,0.0998,1
214.68,13.67,67.0,0.1458,0
241.5,7.21,61.31,0.1255,0
227.95,16.78,83.03,0.0716,0
241.19,13.71,59.06,0.0378,0
224.73,6.59,56.14,0.1145,0
224.76,11.14,42.29,0.1158,0
222.36,11.69,64.74,0.0101,0
238.76,12.22,77.16,0.0452,0
222.91,11.19,34.91,0.0746,0
236.45,12.06,56.29,0.0084,0
226.18,15.82,45.09,0.0542,0
210.24,11.73,72.63,0.0771,0
224.3,9.78,74.1,0.1646,0
218.21,12.6,66.74,0.1951,0
230.34,16.39,30.11,0.1259,0
218.1,14.97,38.8,0.197,0
239.26,2.74,45.39,0.1848,0
229.09,6.79,44.41,0.0576,0
228.22,4.8,50.58,0.117,0
236.56,13.72,66.66,0.0952,0
239.64,16.36,63.85,0.1227,0
229.8,11.78,44.47,0.0444,0
222.29,12.5,51.15,0.17,0
212.26,8.08,69.53,0.0632,0
223.14,16.4,56.52,0.1984,0
223.83,8.92,56.64,0.1497,0
231.07,16.38,72.14,0.0302,0
226.55,9.58,42.5,0.0999,0
236.88,18.49,78.35,0.1625,1
223.87,6.36,64.84,0.135,0
229.43,7.8,65.39,0.1559,0
241.84,16.7,40.94,0.115,0
233.42,16.61,70.03,0.1683,0
229.4,10.92,65.55,0.0256,0
223.98,6.57,49.72,0.0936,0
223.67,2.01,53.15,0.048,0
221.49,17.59,47.08,0.0249,0
224.59,13.67,40.4,0.1541,0
237.56,12.63,40.1,0.0012,0
227.78,9.23,37.04,0.0504,0
216.5,10.45,52.55,0.1055,0
247.68,15.46,60.95,0.1003,0
233.2,7.51,62.46,0.0096,0
215.93,15.41,71.75,0.1044,0
225.58,14.59,33.95,0.1742,0
231.11,18.35,71.77,0.073,1
247.05,14.14,78.65,0.264,0
218.92,15.5,65.01,0.0134,0
239.76,6.32,73.41,0.1106,0
243.99,11.06,42.66,0.1635,0
223.71,11.6,64.44,0.0614,0
227.22,13.5,78.27,0.0779,0
219.64,12.45,85.33,0.0319,1
227.97,16.01,67.27,0.0995,0
229.63,12.55,58.86,0.0628,0
236.6,8.52,58.47,0.0177,0
240.9,7.93,56.42,0.1214,0
222.52,18.07,59.25,0.1352,1
210.33,13.14,63.41,0.0411,0
229.79,12.51,60.36,0.0351,0
232.94,13.04,54.71,0.0927,0
232.49,12.8,60.96,0.1526,0
226.73,10.78,49.25,0.0372,0
231.25,14.42,70.06,0.0257,0
245.15,16.06,49.76,0.0762,0
233.82,15.4,41.08,0.0145,0
226.27,11.83,43.67,0.1485,0
225.0,7.79,68.84,0.0467,0
228.3,6.83,41.4,0.1015,0
246.37,15.85,61.61,0.203,0
228.17,10.06,76.97,0.0502,0
229.8,12.6,59.82,0.0806,0
225.18,8.5,79.15,0.0372,0
240.99,12.79,58.1,0.3622,1
249.6,16.46,30.08,0.0436,0
234.51,17.2,54.85,0.1506,0
230.83,6.44,68.72,0.0142,0
230.37,14.82,77.77,0.0979,0
206.16,8.44,61.3,0.0452,0
237.45,19.04,65.3,0.1462,1
231.34,19.77,82.09,0.0414,1
234.28,13.53,67.98,0.0741,0
222.89,12.4,32.14,0.0059,0
226.16,11.24,39.85,0.0462,0
225.89,17.93,58.94,0.0709,0
240.22,12.64,62.32,0.0914,0
226.21,13.18,91.23,0.0056,1
250.83,11.07,79.9,0.0203,0
234.31,12.18,49.88,0.1703,0
217.24,14.11,62.23,0.1653,0
228.71,13.74,56.81,0.061,0
223.48,15.59,94.79,0.0453,1
208.06,12.95,37.55,0.0839,0
245.99,11.42,62.66,0.0693,0
237.03,13.29,48.58,0.0498,0
235.33,12.92,48.24,0.0697,0
231.65,9.15,78.35,0.1481,0
216.18,3.56,39.77,0.0818,0
225.16,8.13,51.04,0.0707,0
238.42,7.01,65.57,0.1328,0
219.49,15.56,77.6,0.168,0
204.68,8.26,78.84,0.0501,0
227.73,17.71,82.74,0.1419,0
228.58,9.02,70.16,0.1105,0
231.36,14.42,46.57,0.0255,0
237.29,19.65,77.92,0.1155,1
236.38,14.41,58.91,0.0479,0
232.59,19.72,93.31,0.0846,1
241.96,8.22,72.68,0.0012,0
214.81,16.78,66.33,0.0941,0
235.05,9.17,60.2,0.0298,0
236.27,15.95,44.37,0.0396,0
217.6,11.77,55.62,0.1619,0
214.97,12.96,80.21,0.0878,0
222.54,11.91,59.7,0.1953,0
223.38,10.77,56.28,0.089,0
237.53,12.51,48.79,0.0759,0
223.85,13.74,72.44,0.0801,0
221.44,6.0,72.76,0.041,0
223.88,10.88,57.22,0.0719,0
241.19,14.62,78.51,0.168,0
230.13,12.63,64.02,0.2217,0
228.21,15.87,24.92,0.0695,0
228.9,6.1,82.77,0.039,0
242.92,13.24,73.15,0.0855,0
222.51,15.06,43.05,0.1701,0
243.16,10.87,47.99,0.0185,0
232.1,10.46,84.28,0.0559,0
228.4,17.39,32.76,0.1394,0
255.01,0.32,63.32,0.0088,0
219.44,10.02,50.44,0.0237,0
226.46,9.74,81.42,0.0352,0
217.68,14.48,28.75,0.1623,0
239.52,16.06,59.39,0.1149,0
246.89,16.28,68.54,0.0918,0
246.7,9.53,50.12,0.0386,0
242.24,13.04,51.99,0.1487,0
228.02,9.9,89.16,0.1242,1
226.35,16.16,63.95,0.1377,0
213.29,13.1,76.48,0.0977,0
250.36,11.74,50.13,0.0641,0
234.69,12.77,71.25,0.1336,0
225.08,15.72,60.86,0.1349,0
243.28,13.29,71.82,0.3744,1
220.27,10.81,34.78,0.1193,0
234.07,11.22,38.44,0.1971,0
228.27,14.93,59.22,0.0183,0
236.39,7.9,72.86,0.0836,0
229.36,15.81,60.0,0.0983,0
215.49,4.25,51.18,0.1056,0
230.76,12.29,57.21,0.1413,0
240.49,9.34,69.58,0.2281,0
229.71,23.4,52.88,0.0032,1
237.75,2.7,81.71,0.0038,0
219.54,10.7,30.26,0.0426,0
229.74,9.24,57.14,0.0457,0
223.75,15.35,62.96,0.0923,0
237.47,17.01,46.41,0.0763,0
230.31,11.6,51.97,0.1058,0
236.9,1.37,71.83,0.1229,0
240.88,19.65,37.25,0.0161,1
236.92,15.99,54.64,0.0794,0
232.73,19.25,59.56,0.0376,1
220.02,11.4,67.12,0.0498,0
229.97,13.34,60.83,0.0856,0
224.67,9.87,57.67,0.0123,0
226.56,3.41,37.16,0.173,0
226.25,10.36,45.58,0.1394,0
220.2,8.41,73.0,0.2009,0
210.43,11.63,66.68,0.161,0
223.32,5.66,48.93,0.054,0
231.93,14.55,79.91,0.036,0
216.52,13.37,74.13,0.1665,0
230.16,3.49,46.81,0.0782,0
249.0,2.25,56.32,0.1662,0
240.23,8.6,37.39,0.0363,0
246.44,15.27,52.47,0.1484,0
233.91,20.54,78.97,0.0503,1
241.68,7.87,68.76,0.0999,0
222.76,9.76,49.23,0.0544,0
223.56,6.91,75.59,0.1837,0
202.61,11.14,59.85,0.0829,0
241.86,11.21,68.32,0.1126,0
245.4,15.91,50.44,0.0454,0
224.47,6.1,34.46,0.051,0
227.46,15.97,44.67,0.1168,0
222.46,15.05,32.27,0.0878,0
233.83,9.68,74.52,0.0116,0
241.25,8.94,82.94,0.0248,0
212.57,11.01,65.66,0.068,0
234.09,8.97,54.28,0.0461,0
227.23,10.59,76.49,0.1264,0
231.13,4.67,62.43,0.1128,0
234.59,10.7,50.53,0.2492,0
228.12,10.37,63.34,0.0415,0
228.96,12.61,50.01,0.0906,0
227.86,17.06,69.91,0.1011,0
239.7,11.25,28.71,0.0841,0
234.19,8.08,60.42,0.0893,0
232.21,5.07,68.79,0.0116,0
217.29,14.25,63.25,0.1059,0
226.21,12.92,61.45,0.1465,0
238.99,11.6,26.08,0.0914,0
230.38,12.64,41.88,0.0616,0
236.6,15.35,74.87,0.0731,0
247.67,13.24,42.57,0.0673,0
240.39,13.24,86.86,0.0415,1
230.93,17.72,62.04,0.0196,0
224.89,12.21,79.85,0.156,0
204.46,9.28,46.34,0.1077,0
228.32,17.22,35.77,0.0989,0
226.74,9.73,57.27,0.0113,0
233.9,7.12,46.27,0.0632,0
228.46,13.66,72.27,0.0284,0
226.8,14.59,77.32,0.0417,0
212.21,8.82,93.75,0.1322,1
220.6,15.37,83.81,0.1668,0
234.77,11.96,55.08,0.1112,0
247.16,10.12,76.21,0.0279,0
229.02,12.13,69.31,0.0906,0
233.28,9.54,63.41,0.0344,0
239.52,11.94,34.77,0.0259,0
221.89,18.69,57.77,0.1539,1
233.67,10.67,75.08,0.02,0
222.6,10.52,39.3,0.2329,0
238.65,8.56,64.88,0.0585,0
231.51,10.21,44.3,0.0462,0
232.98,6.95,70.7,0.0287,0
222.17,10.15,47.1,0.0392,0
237.07,9.17,62.16,0.158,0
250.85,11.0,80.71,0.0459,0
219.92,7.84,66.87,0.0458,0
226.6,21.91,81.03,0.1711,1
232.32,8.76,49.37,0.0086,0
237.86,10.39,77.98,0.0738,0
224.4,13.05,41.21,0.0957,0
201.67,13.59,77.97,0.0495,0
243.59,14.94,78.2,0.129,0
237.61,10.95,51.35,0.0431,0
212.57,8.6,64.28,0.0985,0
223.92,17.92,33.14,0.0333,0
245.68,8.46,58.78,0.0984,0
244.48,11.14,75.64,0.2541,0
239.39,12.21,57.77,0.0726,0
228.24,14.48,76.09,0.0974,0
230.83,13.74,66.62,0.1072,0
228.69,9.67,59.7,0.134,0
241.28,12.81,45.48,0.2178,0
221.24,5.79,65.36,0.0843,0
221.94,20.8,47.9,0.0856,1
240.1,8.78,32.78,0.1318,0
229.56,15.6,49.31,0.1081,0
243.78,8.1,84.22,0.1408,0
223.28,14.56,49.76,0.0081,0
229.45,7.93,55.36,0.2543,0
220.78,15.57,84.37,0.0625,0
230.07,19.62,65.13,0.1531,1
215.21,12.29,86.5,0.0903,1
225.12,14.26,55.06,0.0252,0
215.64,15.9,74.17,0.0388,0
236.94,9.69,56.06,0.1042,0
237.17,15.79,68.59,0.2461,0
212.7,10.18,80.9,0.1794,0
243.34,20.65,54.61,0.0683,1
254.97,7.15,41.0,0.08,0
230.46,12.65,75.83,0.0582,0
223.59,7.9,52.83,0.0073,0
258.24,16.77,58.08,0.0494,0
216.81,21.97,59.75,0.0824,1
230.2,13.13,54.51,0.1246,0
231.8,19.72,30.21,0.0905,1
243.45,15.32,80.88,0.0605,0
233.6,18.7,54.15,0.0364,1
225.01,15.28,63.19,0.0431,0
220.49,19.04,71.91,0.0233,1
226.58,18.46,53.24,0.0741,1
219.93,10.05,38.01,0.0953,0
230.48,10.16,58.35,0.0263,0
224.36,11.19,51.3,0.1145,0
215.06,9.54,33.04,0.0499,0
242.55,14.23,75.84,0.0901,0
225.02,17.88,38.21,0.0936,0
217.32,14.1,52.17,0.0522,0
228.32,10.75,66.62,0.0272,0
230.68,12.97,29.24,0.0672,0
212.54,4.17,44.07,0.0969,0
233.32,7.48,40.32,0.1373,0
219.53,10.8,71.77,0.0728,0
247.11,14.07,71.08,0.1349,0
235.24,11.02,74.44,0.011,0
226.0,12.82,51.64,0.035,0
222.55,11.07,59.2,0.1459,0
228.95,10.42,74.6,0.0862,0
236.13,7.43,51.42,0.1113,0
229.75,13.78,81.0,0.1978,0
227.83,10.19,50.89,0.1715,0
230.58,12.55,75.68,0.0147,0
223.96,9.48,79.89,0.0509,0
226.57,14.36,75.02,0.0024,0
209.14,12.44,72.22,0.086,0
239.74,13.08,77.38,0.0832,0
232.99,8.95,66.27,0.1601,0
222.27,8.72,41.23,0.0309,0
248.99,13.26,48.04,0.1241,0
230.87,6.31,49.16,0.0991,0
219.64,15.47,55.6,0.1157,0
238.57,11.56,48.58,0.1426,0
233.98,8.1,78.3,0.0566,0
233.95,6.0,33.26,0.1212,0
225.74,16.04,48.0,0.0999,0
234.5,3.0,39.31,0.1062,0
227.38,13.88,37.93,0.0292,0
235.56,12.56,63.74,0.0452,0
210.95,14.55,42.22,0.1639,0
225.66,7.66,61.97,0.1138,0
247.22,9.31,76.23,0.0356,0
222.33,13.3,56.94,0.0375,0
223.96,12.21,70.45,0.1224,0
225.52,15.51,66.85,0.0694,0
217.85,11.82,65.28,0.0837,0
207.92,17.59,86.91,0.0424,1
227.69,12.55,49.57,0.0976,0
231.36,18.5,43.48,0.0378,1
229.47,18.88,86.98,0.1705,1
228.55,19.01,53.6,0.0275,1
230.43,9.05,56.54,0.0428,0
240.23,16.87,60.32,0.1863,0
228.1,11.91,84.51,0.016,0
224.26,11.93,57.24,0.0667,0
227.19,15.28,32.24,0.0815,0
235.79,10.59,56.54,0.0596,0
244.12,5.34,80.21,0.1142,0
223.72,12.1,55.35,0.0368,0
230.99,19.57,73.12,0.0323,1
233.38,10.61,80.53,0.0761,0
220.07,11.69,42.44,0.0527,0
230.2,13.58,50.5,0.0996,0
215.34,10.53,56.61,0.0389,0
212.31,11.2,56.1,0.0185,0
233.67,12.51,69.91,0.1569,0
226.16,10.35,53.63,0.0447,0
232.02,17.24,48.95,0.034,0
229.82,20.47,55.81,0.2137,1
220.24,13.84,39.96,0.1189,0
229.55,10.05,45.3,0.0399,0
217.67,14.04,72.57,0.0884,0
243.91,7.44,55.26,0.143,0
216.44,6.47,73.43,0.0912,0
228.04,11.66,54.58,0.0098,0
219.58,17.04,72.26,0.0782,0
235.7,17.63,75.77,0.0177,0
226.69,13.58,55.76,0.0226,0
224.81,14.81,87.12,0.1101,1
238.53,12.93,70.08,0.0919,0
230.29,11.6,62.97,0.1013,0
235.17,7.19,60.52,0.1444,0
220.19,16.77,60.2,0.006,0
215.95,10.31,62.41,0.146,0
231.07,15.3,51.63,0.1683,0
226.81,11.86,15.11,0.0654,0
236.26,8.18,73.08,0.0627,0
229.2,8.69,65.35,0.0655,0
232.05,9.69,67.63,0.0241,0
213.77,12.44,59.47,0.063,0
248.88,16.73,34.75,0.09,0
228.36,14.84,51.98,0.057,0
236.98,8.83,79.36,0.1172,0
221.64,6.74,42.13,0.0625,0
233.08,14.69,92.42,0.0641,1
216.97,19.75,33.49,0.1003,1
234.52,15.84,70.9,0.1464,0
226.44,20.14,62.12,0.0336,1
230.29,10.0,61.67,0.1509,0
236.98,11.99,60.5,0.2496,0
217.67,17.32,56.4,0.1551,0
223.16,5.46,73.45,0.0681,0
234.57,13.53,45.19,0.0269,0
250.98,13.26,66.97,0.1484,0
228.62,17.59,51.53,0.0725,0
235.91,8.13,65.41,0.1258,0
228.93,11.1,52.77,0.0371,0
249.42,9.28,68.41,0.1963,0
212.53,11.57,42.81,0.0542,0
